timestamp,speed_kmh,distance_km,acceleration_ms2,road_elevation_percent,coasting_flag,battery_current_a,energy_con_wh,ke_lost_wh,e_regen_wh,batt_pack_temp_c,,,
660,31,0.008611111,-0.92,4.76,0,-17.59,-3.48,4.886831276,1.719146667,25.4213,,,
661,26,0.007222222,-1.39,4.79,0,-34.16,-3.06,4.243998628,3.338893333,25.4224,,,
662,20.7,0.00575,-1.47,4.82,0,-30.02,-2.29,3.28069273,2.934666667,25.4232,,,
663,15.4,0.004277778,-1.47,4.84,0,-22.51,-0.22,1.123971193,1.123971193,25.4236,,,
664,13.1,0.003638889,-0.64,4.87,0,-2.18,0.43,0.473422497,0.213,25.4235,,,
665,12,0.003333333,-0.31,4.89,0,4.19,1.35,0,0,25.4235,,,
666,12.5,0.003472222,0.14,4.91,0,13.21,2.14,0,0,25.4236,,,
667,14,0.003888889,0.42,4.93,0,21,5.86,0,0,25.424,,,
668,19,0.005277778,1.39,4.95,0,57.59,6.38,0,0,25.4273,,,
669,23.2,0.006444444,1.17,4.96,0,62.64,8.46,0,0,25.4312,,,
670,28,0.007777778,1.33,4.97,0,83.05,8.59,0,0,25.4381,,,
671,32,0.008888889,1.11,4.98,0,84.38,6.18,0,0,25.4452,,,
672,34,0.009444444,0.56,4.99,0,60.71,6.58,0,0,25.4488,,,
673,36,0.01,0.56,5,0,64.59,6.97,0,0,25.4529,,,
674,38,0.010555556,0.56,5,0,68.46,7.37,0,0,25.4576,,,
675,40,0.011111111,0.56,5,0,72.36,4.35,0,0,25.4628,,,
676,40.3,0.011194444,0.08,5,0,42.73,4.25,0,0,25.4646,,,
677,40.5,0.01125,0.06,5,0,41.71,1.08,2.044753086,0,25.4663,,,
678,39,0.010833333,-0.42,4.99,0,10.64,-1.9,4.226851852,0,25.4663,,,
679,35.7,0.009916667,-0.92,4.98,0,-18.63,-2.55,4.513888889,1.821386667,25.4666,,,
680,31.8,0.008833333,-1.08,4.97,0,-25.02,-3.21,4.746742112,2.446186667,25.4672,,,
681,27.1,0.007527778,-1.31,4.96,0,-31.51,-2.3,3.679183813,3.080453333,25.4681,,,
682,22.8,0.006333333,-1.19,4.95,0,-22.56,0.28,1.279663923,1.279663923,25.4685,,,
683,21.1,0.005861111,-0.47,4.93,0,2.7,-0.19,1.508916324,0,25.4684,,,
684,18.9,0.00525,-0.61,4.91,0,-1.88,1.64,0,0,25.4683,,,
685,18.9,0.00525,0,4.89,0,16.08,4.12,0,0,25.4685,,,
686,21.3,0.005916667,0.67,4.87,0,40.5,4.83,0,0,25.4701,,,
687,23.9,0.006638889,0.72,4.84,0,47.4,4.58,0,0,25.4723,,,
688,25.9,0.007194444,0.56,4.82,0,44.98,5.62,0,0,25.4743,,,
689,28.4,0.007888889,0.69,4.79,0,55.2,5.23,0,0,25.4773,,,
690,30.3,0.008416667,0.53,4.76,0,51.38,3.55,0,0,25.4799,,,
691,30.9,0.008583333,0.17,4.72,0,34.91,3.02,0,0,25.4811,,,
692,31.1,0.008638889,0.06,4.69,0,29.69,3.74,0,0,25.4819,,,
693,31.8,0.008833333,0.19,4.65,0,36.73,4.15,0,0,25.4832,,,
694,32.7,0.009083333,0.25,4.61,0,40.76,3.62,0,0,25.4848,,,
695,33.2,0.009222222,0.14,4.57,0,35.56,1.65,0.899862826,0,25.486,,,
696,32.4,0.009,-0.22,4.52,0,16.17,-2.76,4.267318244,0,25.4862,,,
697,28.3,0.007861111,-1.14,4.48,0,-27.09,-0.71,2.319101509,2.319101509,25.4869,,,
698,25.8,0.007166667,-0.69,4.43,0,-6.93,-0.89,2.263888889,0.676866667,25.4869,,,
699,23.1,0.006416667,-0.75,4.38,0,-8.71,0.49,1.000857339,0.851053333,25.4869,,,
700,21.8,0.006055556,-0.36,4.33,0,4.84,1.1,0.442386831,0,25.4869,,,
701,21.2,0.005888889,-0.17,4.28,0,10.82,1.44,0.144718793,0,25.4869,,,
702,21,0.005833333,-0.06,4.22,0,14.15,1.62,0,0,25.487,,,
703,21,0.005833333,0,4.16,0,15.95,1.5,0.071844993,0,25.4872,,,
704,20.9,0.005805556,-0.03,4.11,0,14.75,0.62,0.699588477,0,25.4873,,,
705,19.9,0.005527778,-0.28,4.05,0,6.06,-0.27,1.296296296,0,25.4873,,,
706,17.9,0.004972222,-0.56,3.98,0,-2.64,-0.78,1.58436214,0.25844,25.4872,,,
707,15.1,0.004194444,-0.78,3.92,0,-7.64,-0.39,1.100308642,0.74692,25.4872,,,
708,12.8,0.003555556,-0.64,3.85,0,-3.87,0.42,0.340192044,0.340192044,25.4871,,,
709,12,0.003333333,-0.22,3.78,0,4.11,1.61,0,0,25.487,,,
710,13.2,0.003666667,0.33,3.72,0,15.8,4.12,0,0,25.4872,,,
711,17.1,0.00475,1.08,3.64,0,40.49,5.19,0,0,25.4888,,,
712,21.1,0.005861111,1.11,3.57,0,50.97,2.16,0,0,25.4913,,,
713,21.8,0.006055556,0.19,3.5,0,21.17,0.86,0.442386831,0,25.4917,,,
714,21.2,0.005888889,-0.17,3.42,0,8.4,-0.99,1.837962963,0,25.4917,,,
715,18.5,0.005138889,-0.75,3.35,0,-9.74,-1.95,2.555555556,0.952346667,25.4917,,,
716,13.9,0.003861111,-1.28,3.27,0,-19.14,-0.27,0.843792867,0.843792867,25.492,,,
717,12,0.003333333,-0.53,3.19,0,-2.64,0.73,0,0,25.4919,,,
718,12,0.003333333,0,3.11,0,7.17,1.36,0,0,25.4919,,,
719,13,0.003611111,0.28,3.02,0,13.33,3.06,0,0,25.492,,,
720,16,0.004444444,0.83,2.94,0,30.1,3.12,0,0,25.4928,,,
721,18.5,0.005138889,0.69,2.85,0,30.65,3.1,0,0,25.4937,,,
722,20.6,0.005722222,0.58,2.77,0,30.49,3.2,0,0,25.4946,,,
723,22.5,0.00625,0.53,2.68,0,31.39,2.97,0,0,25.4955,,,
724,24,0.006666667,0.42,2.59,0,29.18,4.55,0,0,25.4963,,,
725,26.6,0.007388889,0.72,2.5,0,44.7,6.06,0,0,25.4982,,,
726,29.9,0.008305556,0.92,2.41,0,59.54,9.51,0,0,25.5017,,,
727,34.8,0.009666667,1.36,2.32,0,93.39,7.13,0,0,25.5104,,,
728,37.8,0.0105,0.83,2.22,0,70.04,6.55,0,0,25.5153,,,
729,40.2,0.011166667,0.67,2.13,0,64.33,4.89,0,0,25.5194,,,
730,41.6,0.011555556,0.39,2.03,0,48.04,2.81,0,0,25.5216,,,
731,41.9,0.011638889,0.08,1.94,0,27.64,2.43,0,0,25.5223,,,
732,42,0.011666667,0.03,1.84,0,23.88,2.59,0,0,25.5228,,,
733,42.2,0.011722222,0.06,1.74,0,25.45,2.55,0,0,25.5234,,,
734,42.4,0.011777778,0.06,1.64,0,25.04,2.66,0,0,25.524,,,
735,42.7,0.011861111,0.08,1.55,0,26.09,2.84,0,0,25.5246,,,
736,43.1,0.011972222,0.11,1.45,0,27.85,3.24,0,0,25.5253,,,
737,43.7,0.012138889,0.17,1.34,0,31.8,2.58,0,0,25.5262,,,
738,44,0.012222222,0.08,1.24,0,25.29,2.17,0,0,25.5268,,,
739,44.1,0.01225,0.03,1.14,0,21.34,4.36,0,0,25.5272,,,
740,45.3,0.012583333,0.33,1.04,0,42.77,4.27,0,0,25.529,,,
741,46.4,0.012888889,0.31,0.94,0,41.95,3.62,0,0,25.5307,,,
742,47.2,0.013111111,0.22,0.83,0,35.51,2.13,0,0,25.5319,,,
743,47.3,0.013138889,0.03,0.73,0,20.93,2.07,0,0,25.5323,,,
744,47.4,0.013166667,0.03,0.63,0,20.36,1.78,0,0,25.5326,,,
745,47.4,0.013166667,0,0.52,0,17.45,1.94,0,0,25.5328,,,
746,47.5,0.013194444,0.03,0.42,0,19.1,2.51,0,0,25.5331,,,
747,47.9,0.013305556,0.11,0.31,0,24.63,3.11,0,0,25.5336,,,
748,48.6,0.0135,0.19,0.21,0,30.56,3.34,0,0,25.5345,,,
749,49.4,0.013722222,0.22,0.1,0,32.83,2.44,0,0,25.5355,,,
750,49.8,0.013833333,0.11,0,0,23.96,1.5,0,0,25.536,,,
751,49.8,0.013833333,0,-0.1,0,14.73,1.18,0.170610425,0,25.5361,,,
752,49.7,0.013805556,-0.03,-0.21,0,11.62,0.47,0.679012346,0,25.5362,,,
753,49.3,0.013694444,-0.11,-0.31,0,4.63,-0.48,1.341563786,0,25.5361,,,
754,48.5,0.013472222,-0.22,-0.42,0,-4.66,-0.78,1.483024691,0.456293333,25.536,,,
755,47.6,0.013222222,-0.25,-0.52,0,-7.63,-1.66,2.093106996,0.745973333,25.536,,,
756,46.3,0.012861111,-0.36,-0.63,0,-16.31,-4.18,4.012345679,1.594186667,25.5362,,,
757,43.7,0.012138889,-0.72,-0.73,0,-41.03,-7.01,6.262002743,4.01008,25.5378,,,
758,39.3,0.010916667,-1.22,-0.83,0,-68.8,-7.39,6.544581619,6.544581619,25.5425,,,
759,34.1,0.009472222,-1.44,-0.94,0,-72.57,-6.28,5.518004115,5.518004115,25.5477,,,
760,29,0.008055556,-1.42,-1.04,0,-61.69,-5.39,4.789266118,4.789266118,25.5515,,,
761,23.7,0.006583333,-1.47,-1.14,0,-52.97,-4.24,3.825960219,3.825960219,25.5542,,,
762,18.4,0.005111111,-1.47,-1.24,0,-41.64,-2.58,2.298868313,2.298868313,25.5559,,,
763,14.3,0.003972222,-1.14,-1.34,0,-25.33,-1.23,1.037208505,1.037208505,25.5565,,,
764,12,0.003333333,-0.64,-1.45,0,-12.12,0.42,0,0,25.5566,,,
765,12.8,0.003555556,0.22,-1.55,0,4.12,2.22,0,0,25.5565,,,
766,16,0.004444444,0.89,-1.64,0,21.83,2.55,0,0,25.5569,,,
767,19.1,0.005305556,0.86,-1.74,0,25.07,3.2,0,0,25.5575,,,
768,22.4,0.006222222,0.92,-1.84,0,31.41,3.52,0,0,25.5584,,,
769,25.6,0.007111111,0.89,-1.94,0,34.59,5.87,0,0,25.5595,,,
770,30.1,0.008361111,1.25,-2.03,0,57.67,7.97,0,0,25.5628,,,
771,35.3,0.009805556,1.44,-2.13,0,78.27,8.01,0,0,25.5689,,,
772,39.9,0.011083333,1.28,-2.22,0,78.7,8.96,0,0,25.5751,,,
773,44.5,0.012361111,1.28,-2.32,0,87.99,6.17,0,0,25.5828,,,
774,47.5,0.013194444,0.83,-2.41,0,60.56,7.51,0,0,25.5864,,,
775,50.9,0.014138889,0.94,-2.5,0,73.78,7.57,0,0,25.5918,,,
776,54.1,0.015027778,0.89,-2.59,0,74.33,5.36,0,0,25.5973,,,
777,56.3,0.015638889,0.61,-2.68,0,52.63,4.49,0,0,25.6,,,
778,58.1,0.016138889,0.5,-2.77,0,44.14,4.33,0,0,25.6019,,,
779,59.8,0.016611111,0.47,-2.85,0,42.49,3.32,0,0,25.6036,,,
780,61.1,0.016972222,0.36,-2.94,0,32.57,2.55,0,0,25.6046,,,
781,62.1,0.01725,0.28,-3.02,0,25,1.62,0,0,25.6051,,,
782,62.8,0.017444444,0.19,-3.11,0,15.92,1.08,0,0,25.6053,,,
783,63.3,0.017583333,0.14,-3.19,0,10.59,0.42,0,0,25.6053,,,
784,63.6,0.017666667,0.08,-3.27,0,4.1,0.67,0,0,25.6052,,,
785,64,0.017777778,0.11,-3.35,0,6.58,1.46,0,0,25.6052,,,
786,64.7,0.017972222,0.19,-3.42,0,14.37,0.9,0,0,25.6053,,,
787,65.2,0.018111111,0.14,-3.5,0,8.86,-0.3,0,0,25.6053,,,
788,65.3,0.018138889,0.03,-3.57,1,-2.92,-0.67,0,0,25.6052,,,
789,65.3,0.018138889,0,-3.64,1,-6.59,-0.43,0,0,25.6052,,,
790,65.4,0.018166667,0.03,-3.72,1,-4.2,0.05,0,0,25.6051,,,
791,65.7,0.01825,0.08,-3.78,0,0.5,0,0,0,25.605,,,
792,66,0.018333333,0.08,-3.85,1,-0.01,-2.06,0.90260631,0,25.6049,,,
793,65.6,0.018222222,-0.11,-3.92,0,-20.24,-6.87,4.648662551,1.978533333,25.6052,,,
794,63.5,0.017638889,-0.58,-3.98,0,-67.42,-11.19,8.027434842,6.590693333,25.6097,,,
795,59.7,0.016583333,-1.06,-4.05,0,-109.86,-13.54,9.99537037,9.99537037,25.6218,,,
796,54.6,0.015166667,-1.42,-4.11,0,-132.96,-12.77,9.442215364,9.442215364,25.6395,,,
797,49.3,0.013694444,-1.47,-4.16,0,-125.41,-9.97,7.106995885,7.106995885,25.6552,,,
798,44.9,0.012472222,-1.22,-4.22,0,-97.88,-6.1,3.887517147,3.887517147,25.6647,,,
799,42.3,0.01175,-0.72,-4.28,0,-59.95,-2.92,1.291666667,1.291666667,25.6682,,,
800,41.4,0.0115,-0.25,-4.33,0,-28.69,-1.5,0.141803841,0.141803841,25.6689,,,
801,41.3,0.011472222,-0.03,-4.38,1,-14.72,0.13,0,0,25.669,,,
802,42.1,0.011694444,0.22,-4.43,0,1.29,3.71,0,0,25.6689,,,
803,44.7,0.012416667,0.72,-4.48,0,36.46,6.46,0,0,25.6701,,,
804,48.4,0.013444444,1.03,-4.52,0,63.42,5.26,0,0,25.6741,,,
805,51.4,0.014277778,0.83,-4.57,0,51.63,1.45,0,0,25.6767,,,
806,52.7,0.014638889,0.36,-4.61,0,14.26,-0.92,0,0,25.6768,,,
807,53,0.014722222,0.08,-4.65,1,-9.05,-2.79,0.904492455,0,25.6768,,,
808,52.5,0.014583333,-0.14,-4.69,0,-27.41,-4.33,2.135802469,2.135802469,25.6775,,,
809,51.3,0.01425,-0.33,-4.72,0,-42.5,-5.12,2.770919067,2.770919067,25.6792,,,
810,49.7,0.013805556,-0.44,-4.76,0,-50.33,-6.46,3.829389575,3.829389575,25.6817,,,
811,47.4,0.013166667,-0.64,-4.79,0,-63.47,-8.76,5.779663923,5.779663923,25.6857,,,
812,43.7,0.012138889,-1.03,-4.82,0,-85.99,-8.53,5.720164609,5.720164609,25.693,,,
813,39.7,0.011027778,-1.11,-4.84,0,-83.81,-8.04,5.41563786,5.41563786,25.7,,,
814,35.5,0.009861111,-1.17,-4.87,0,-78.97,-7.35,5.024691358,5.024691358,25.7062,,,
815,31.1,0.008638889,-1.22,-4.89,0,-72.17,-6.72,4.724279835,4.724279835,25.7113,,,
816,26.3,0.007305556,-1.33,-4.91,0,-66.02,-5.25,3.63648834,3.63648834,25.7156,,,
817,21.9,0.006083333,-1.22,-4.93,0,-51.56,-3.94,2.668209877,2.668209877,25.7182,,,
818,18,0.005,-1.08,-4.95,0,-38.68,-1.56,0.600137174,0.600137174,25.7196,,,
819,17,0.004722222,-0.28,-4.96,0,-15.35,-0.05,0,0,25.7197,,,
820,18,0.005,0.28,-4.97,0,-0.48,2.21,0,0,25.7196,,,
821,21.4,0.005944444,0.94,-4.98,0,21.67,2.58,0,0,25.72,,,
822,24.8,0.006888889,0.94,-4.99,0,25.32,2.57,0,0,25.7205,,,
823,27.9,0.00775,0.86,-5,0,25.23,2.62,0,0,25.721,,,
824,30.8,0.008555556,0.81,-5,0,25.73,1.78,0,0,25.7216,,,
825,33,0.009166667,0.61,-5,0,17.51,1.76,0,0,25.7218,,,
826,35.1,0.00975,0.58,-5,0,17.23,1.76,0,0,25.722,,,
827,37.1,0.010305556,0.56,-5,0,17.33,1.51,0,0,25.7222,,,
828,38.9,0.010805556,0.5,-4.99,0,14.83,2.91,0,0,25.7223,,,
829,41.4,0.0115,0.69,-4.98,0,28.53,3.35,0,0,25.723,,,
830,44,0.012222222,0.72,-4.97,0,32.9,2.99,0,0,25.724,,,
831,46.3,0.012861111,0.64,-4.96,0,29.33,1.21,0,0,25.7248,,,
832,47.7,0.01325,0.39,-4.95,0,11.93,-0.67,0,0,25.7248,,,
833,48.2,0.013388889,0.14,-4.93,0,-6.54,-0.65,0,0,25.7247,,,
834,48.7,0.013527778,0.14,-4.91,0,-6.37,-0.39,0,0,25.7246,,,
835,49.3,0.013694444,0.17,-4.89,0,-3.88,-0.61,0,0,25.7245,,,
836,49.8,0.013833333,0.14,-4.87,0,-6.01,-0.83,0,0,25.7244,,,
837,50.2,0.013944444,0.11,-4.84,0,-8.12,-0.16,0,0,25.7244,,,
838,50.9,0.014138889,0.19,-4.82,0,-1.58,0.37,0,0,25.7243,,,
839,51.8,0.014388889,0.25,-4.79,0,3.66,-0.08,0,0,25.7242,,,
840,52.5,0.014583333,0.19,-4.76,0,-0.83,0.22,0,0,25.7241,,,
841,53.3,0.014805556,0.22,-4.72,0,2.13,1.23,0,0,25.724,,,
842,54.5,0.015138889,0.33,-4.69,0,12.07,1.32,0,0,25.724,,,
843,55.7,0.015472222,0.33,-4.65,0,12.94,0.4,0,0,25.7241,,,
844,56.5,0.015694444,0.22,-4.61,0,3.93,-0.82,0,0,25.724,,,
845,56.8,0.015777778,0.08,-4.57,1,-8.09,-0.96,0,0,25.724,,,
846,57,0.015833333,0.06,-4.52,1,-9.46,-0.93,0,0,25.724,,,
847,57.2,0.015888889,0.06,-4.48,1,-9.14,-0.15,0,0,25.724,,,
848,57.7,0.016027778,0.14,-4.43,0,-1.48,1.22,0,0,25.7239,,,
849,58.7,0.016305556,0.28,-4.38,0,12.01,2.39,0,0,25.7239,,,
850,60.1,0.016694444,0.39,-4.33,0,23.44,1.43,0,0,25.7244,,,
851,61.1,0.016972222,0.28,-4.28,0,14.04,0.43,0,0,25.7245,,,
852,61.7,0.017138889,0.17,-4.22,0,4.25,0.51,0,0,25.7244,,,
853,62.3,0.017305556,0.17,-4.16,0,4.98,0.57,0,0,25.7243,,,
854,62.9,0.017472222,0.17,-4.11,0,5.64,0.04,0,0,25.7242,,,
855,63.3,0.017583333,0.11,-4.05,0,0.38,-0.71,0,0,25.7241,,,
856,63.4,0.017611111,0.03,-3.98,1,-6.92,-0.65,0,0,25.724,,,
857,63.5,0.017638889,0.03,-3.92,1,-6.4,2,0,0,25.7239,,,
858,64.5,0.017916667,0.28,-3.85,0,19.63,2.98,0,0,25.7242,,,
859,65.8,0.018277778,0.36,-3.78,0,29.32,2.27,0,0,25.725,,,
860,66.8,0.018555556,0.28,-3.72,0,22.3,1.21,0,0,25.7254,,,
861,67.4,0.018722222,0.17,-3.64,0,11.85,3.76,0,0,25.7254,,,
862,68.8,0.019111111,0.39,-3.57,0,36.91,6.87,0,0,25.7267,,,
863,71.1,0.01975,0.64,-3.5,0,67.48,3.55,0,0,25.7312,,,
864,72.3,0.020083333,0.33,-3.42,0,34.86,1.46,0,0,25.7323,,,
865,72.8,0.020222222,0.14,-3.35,0,14.38,1.93,0,0,25.7324,,,
866,73.4,0.020388889,0.17,-3.27,0,18.97,4,0,0,25.7327,,,
867,74.6,0.020722222,0.33,-3.19,0,39.24,4.94,0,0,25.7341,,,
868,76,0.021111111,0.39,-3.11,0,48.53,2.42,0,0,25.7364,,,
869,76.6,0.021277778,0.17,-3.02,0,23.77,0.06,0.262517147,0,25.7369,,,
870,76.5,0.02125,-0.03,-2.94,0,0.6,-0.47,0.785493827,0,25.7368,,,
871,76.2,0.021166667,-0.08,-2.85,1,-4.57,-0.76,1.042524005,0,25.7367,,,
872,75.8,0.021055556,-0.11,-2.77,0,-7.47,-0.68,1.037037037,0.730826667,25.7367,,,
873,75.4,0.020944444,-0.11,-2.68,0,-6.7,-1.33,1.54526749,0.655093333,25.7366,,,
874,74.8,0.020777778,-0.17,-2.59,0,-13.03,-2.2,2.294753086,1.273266667,25.7367,,,
875,73.9,0.020527778,-0.25,-2.5,0,-21.61,-3.05,3.016460905,2.112013333,25.7371,,,
876,72.7,0.020194444,-0.33,-2.41,0,-29.97,-3.64,3.456790123,2.929933333,25.7379,,,
877,71.3,0.019805556,-0.39,-2.32,0,-35.78,-1.97,2.186728395,2.186728395,25.7391,,,
878,70.4,0.019555556,-0.25,-2.22,0,-19.35,-0.33,0.962962963,0.962962963,25.7394,,,
879,70,0.019444444,-0.11,-2.13,0,-3.24,0.99,0,0,25.7393,,,
880,70,0.019444444,0,-2.03,0,9.72,-2.05,2.38340192,0,25.7393,,,
881,69,0.019166667,-0.28,-1.94,0,-20.16,-1.97,2.349108368,1.970013333,25.7396,,,
882,68,0.018888889,-0.28,-1.84,0,-19.33,1.15,0,0,25.7399,,,
883,68,0.018888889,0,-1.74,0,11.33,1.25,0,0,25.7399,,,
884,68,0.018888889,0,-1.64,0,12.23,1.66,0,0,25.7399,,,
885,68.1,0.018916667,0.03,-1.55,0,16.3,2.32,0,0,25.7401,,,
886,68.4,0.019,0.08,-1.45,0,22.73,2.21,0,0,25.7405,,,
887,68.6,0.019055556,0.06,-1.34,0,21.74,1.99,0,0,25.7409,,,
888,68.7,0.019083333,0.03,-1.24,0,19.5,1.08,0.470507545,0,25.7412,,,
889,68.5,0.019027778,-0.06,-1.14,0,10.65,0.61,0.936899863,0,25.7412,,,
890,68.1,0.018916667,-0.11,-1.04,0,6.03,-0.51,1.85733882,0,25.7411,,,
891,67.3,0.018694444,-0.22,-0.94,0,-5,-1.39,2.518004115,0.48848,25.741,,,
892,66.2,0.018388889,-0.31,-0.83,0,-13.65,-2.15,3.144718793,1.333853333,25.7411,,,
893,64.8,0.018,-0.39,-0.73,0,-21.07,-1.45,2.641975309,2.059946667,25.7414,,,
894,63.6,0.017666667,-0.33,-0.63,0,-14.27,-0.87,2.163923182,1.395386667,25.7415,,,
895,62.6,0.017388889,-0.28,-0.52,0,-8.56,0.59,1.069101509,0.836853333,25.7415,,,
896,62.1,0.01725,-0.14,-0.42,0,5.76,1.46,0.425240055,0,25.7414,,,
897,61.9,0.017194444,-0.06,-0.31,0,14.32,2.13,0,0,25.7415,,,
898,61.9,0.017194444,0,-0.21,0,20.95,1.92,0.212105624,0,25.7418,,,
899,61.8,0.017166667,-0.03,-0.1,0,18.9,1.5,0.634259259,0,25.7421,,,
900,61.5,0.017083333,-0.08,0,0,14.73,0.68,1.259259259,0,25.7422,,,
901,60.9,0.016916667,-0.17,0.1,0,6.65,-0.8,2.481481481,0,25.7421,,,
902,59.7,0.016583333,-0.33,0.21,0,-7.89,-10.27,9.99537037,0.771533333,25.7421,,,
903,54.6,0.015166667,-1.42,0.31,0,-100.81,-9.71,9.442215364,9.442215364,25.7522,,,
904,49.3,0.013694444,-1.47,0.42,0,-95.33,-7.08,7.106995885,7.106995885,25.7612,,,
905,44.9,0.012472222,-1.22,0.52,0,-69.53,-3.29,3.887517147,3.887517147,25.766,,,
906,42.3,0.01175,-0.72,0.63,0,-32.28,-0.08,1.291666667,1.291666667,25.7669,,,
907,41.4,0.0115,-0.25,0.73,0,-0.79,1.42,0.141803841,0.07668,25.7668,,,
908,41.3,0.011472222,-0.03,0.83,0,13.94,3.2,0,0,25.7669,,,
909,42.1,0.011694444,0.22,0.94,0,31.41,7.06,0,0,25.7678,,,
910,44.7,0.012416667,0.72,1.04,0,69.33,10.17,0,0,25.7725,,,
911,48.4,0.013444444,1.03,1.14,0,99.91,9.31,0,0,25.7824,,,
912,51.4,0.014277778,0.83,1.24,0,91.41,5.71,0,0,25.7907,,,
913,52.7,0.014638889,0.36,1.34,0,56.03,5.96,0,0,25.7937,,,
914,54,0.015,0.36,1.45,0,58.53,10.71,0,0,25.797,,,
915,57,0.015833333,0.83,1.55,0,105.2,6.21,0,0,25.808,,,
916,58.1,0.016138889,0.31,1.64,0,61.03,6.45,0,0,25.8116,,,
917,59.2,0.016444444,0.31,1.74,0,63.29,3.02,0.405349794,0,25.8155,,,
918,59,0.016388889,-0.06,1.84,0,29.7,3.96,0,0,25.8163,,,
919,59.1,0.016416667,0.03,1.94,0,38.88,4.83,0,0,25.8177,,,
920,59.5,0.016527778,0.11,2.03,0,47.41,6.66,0,0,25.8198,,,
921,60.5,0.016805556,0.28,2.13,0,65.38,9.17,0,0,25.824,,,
922,62.3,0.017305556,0.5,2.22,0,90.05,8.94,0,0,25.832,,,
923,63.9,0.01775,0.44,2.32,0,87.75,8.09,0,0,25.8396,,,
924,65.1,0.018083333,0.33,2.41,0,79.4,1.78,2.215363512,0,25.8458,,,
925,64.1,0.017805556,-0.28,2.5,0,17.52,0.68,3.043895748,0,25.846,,,
926,62.7,0.017416667,-0.39,2.59,0,6.66,2.7,1.496742112,0,25.8459,,,
927,62,0.017222222,-0.19,2.68,0,26.48,2.72,1.479938272,0,25.8465,,,
928,61.3,0.017027778,-0.19,2.77,0,26.7,3.53,0.838134431,0,25.8471,,,
929,60.9,0.016916667,-0.11,2.85,0,34.66,3.57,0.832647462,0,25.8482,,,
930,60.5,0.016805556,-0.11,2.94,0,35.04,3.89,0.620884774,0,25.8493,,,
931,60.2,0.016722222,-0.08,3.02,0,38.24,3.64,0.823045267,0,25.8507,,,
932,59.8,0.016611111,-0.11,3.11,0,35.78,3.67,0.817558299,0,25.8519,,,
933,59.4,0.0165,-0.11,3.19,0,36.05,2.64,1.618655693,0,25.8531,,,
934,58.6,0.016277778,-0.22,3.27,0,25.89,1.79,2.189814815,0,25.8537,,,
935,57.5,0.015972222,-0.31,3.35,0,17.62,2.34,1.760802469,0,25.8539,,,
936,56.6,0.015722222,-0.25,3.42,0,22.93,3.07,1.158436214,0,25.8543,,,
937,56,0.015555556,-0.17,3.5,0,30.13,3.34,0.955932785,0,25.8551,,,
938,55.5,0.015416667,-0.14,3.57,0,32.84,3.35,0.947359396,0,25.8561,,,
939,55,0.015277778,-0.14,3.64,0,32.93,3.1,1.125514403,0,25.8571,,,
940,54.4,0.015111111,-0.17,3.72,0,30.45,3.89,0.558127572,0,25.8579,,,
941,54.1,0.015027778,-0.08,3.78,0,38.24,4.37,0.185356653,0,25.8592,,,
942,54,0.015,-0.03,3.85,0,42.87,4.41,0.185013717,0,25.8609,,,
943,53.9,0.014972222,-0.03,3.92,0,43.26,4.71,0,0,25.8627,,,
944,53.9,0.014972222,0,3.98,0,46.22,5.03,0,0,25.8647,,,
945,54,0.015,0.03,4.05,0,49.36,5.35,0,0,25.867,,,
946,54.2,0.015055556,0.06,4.11,0,52.57,6.89,0,0,25.8697,,,
947,55,0.015277778,0.22,4.16,0,67.67,7.06,0,0,25.8742,,,
948,55.8,0.0155,0.22,4.22,0,69.3,6.18,0,0,25.8789,,,
949,56.2,0.015611111,0.11,4.28,0,60.7,4.96,0.192558299,0,25.8825,,,
950,56.1,0.015583333,-0.03,4.33,0,48.66,2.69,1.906721536,0,25.8848,,,
951,55.1,0.015305556,-0.28,4.38,0,26.38,-0.72,4.436213992,0,25.8854,,,
952,52.7,0.014638889,-0.67,4.43,0,-7.12,-4.73,7.454218107,0.6958,25.8853,,,
953,48.4,0.013444444,-1.19,4.48,0,-46.46,-6.21,8.315329218,4.54116,25.8873,,,
954,43.1,0.011972222,-1.47,4.52,0,-60.95,-5.5,7.35202332,5.95832,25.8909,,,
955,37.8,0.0105,-1.47,4.57,0,-53.98,-4.77,6.388717421,5.27672,25.8937,,,
956,32.5,0.009027778,-1.47,4.61,0,-46.85,-4.03,5.425411523,4.579973333,25.8958,,,
957,27.2,0.007555556,-1.47,4.65,0,-39.54,-0.16,1.883230453,1.883230453,25.8972,,,
958,25.1,0.006972222,-0.58,4.69,0,-1.61,3.28,0,0,25.8971,,,
959,26,0.007222222,0.25,4.72,0,32.22,6.87,0,0,25.898,,,
960,29.3,0.008138889,0.92,4.76,0,67.44,11.21,0,0,25.9024,,,
961,34.6,0.009611111,1.47,4.79,0,110.13,14.1,0,0,25.9145,,,
962,40.4,0.011222222,1.61,4.82,0,138.46,14.11,0,0,25.9337,,,
963,45.3,0.012583333,1.36,4.84,0,138.57,12.79,0,0,25.9529,,,
964,49,0.013611111,1.03,4.87,0,125.59,9.74,0,0,25.9686,,,
965,51.1,0.014194444,0.58,4.89,0,95.65,7.48,0,0,25.9777,,,
966,52.1,0.014472222,0.28,4.91,0,73.47,5.44,0,0,25.983,,,
